,Compound,Date,Negative,Neutral,Positive,Source Account,Tweet Text,Tweets Ago
60,0.5859,Tue Oct 02 12:06:21 +0000 2018,0.806,0.0,0.194,@CNN,Amazon says it is increasing its minimum wage to $15 an hour for all US employees effective November 1. The increas… https://t.co/7v1feIHOdU,61
61,0.5574,Tue Oct 02 11:56:12 +0000 2018,0.841,0.0,0.159,@CNN,Supreme Court nominee Brett Kavanaugh will not be teaching at Harvard Law School in January 2019. The school inform… https://t.co/CPEV4qYRWd,62
62,0.7102,Tue Oct 02 11:40:07 +0000 2018,0.717,0.0,0.283,@CNN,"President Trump inspires less trust around the world than many other international leaders, including autocrats lik… https://t.co/MnJootWNQj",63
63,-0.4847,Tue Oct 02 11:30:09 +0000 2018,0.603,0.257,0.14,@CNN,"Rape allegations against Cristiano Ronaldo 'not fake news,' says accuser's lawyer https://t.co/VQNypII2qQ https://t.co/FrUzevjGJ0",64
64,0.4404,Tue Oct 02 11:22:28 +0000 2018,0.804,0.0,0.196,@CNN,LAX will permit fliers to bring small amounts of legal marijuana through security in their carry-on bags… https://t.co/ev5lV6PN8o,65
65,0.0,Tue Oct 02 11:10:36 +0000 2018,1.0,0.0,0.0,@CNN,"5 things for Tuesday: 

- Brett Kavanaugh
- Indonesia
- Bump stocks
- Macedonia
- Southwest weather… https://t.co/ADXgtqFmCR",66
66,-0.8481,Tue Oct 02 11:01:46 +0000 2018,0.675,0.325,0.0,@CNN,"Death toll rises to 1,234 following Friday's devastating earthquake and tsunami in the Indonesian city of Palu, acc… https://t.co/1ZoXe3GDhC",67
67,0.5574,Tue Oct 02 10:52:05 +0000 2018,0.847,0.0,0.153,@CNN,Mark Judge  -- the man who has been named as a witness to the alleged incident between Supreme Court nominee Brett… https://t.co/6Ceej80k8f,68
68,0.4404,Tue Oct 02 10:44:47 +0000 2018,0.83,0.0,0.17,@CNN,"An off-duty border patrol agent wanted an explosive gender reveal party for his family and friends, but he ended up… https://t.co/6kSAPXC2o9",69
69,0.5859,Tue Oct 02 10:27:53 +0000 2018,0.814,0.0,0.186,@CNN,JUST IN: Amazon says it is increasing its minimum wage to $15 an hour for all US employees effective November 1. Th… https://t.co/2U853WZAP9,70
70,0.5859,Tue Oct 02 10:20:09 +0000 2018,0.703,0.0,0.297,@CNN,How Trump landed his biggest trade win yet https://t.co/aS3kVXoFC2 https://t.co/Aelj4InflV,71
71,0.0,Tue Oct 02 10:13:16 +0000 2018,1.0,0.0,0.0,@CNN,Washington holds its breath as the FBI investigates Kavanaugh | Analysis by @CillizzaCNN https://t.co/i3EbetiWJA https://t.co/NpYHIWdfSj,72
72,0.8555,Tue Oct 02 10:11:24 +0000 2018,0.615,0.0,0.385,@CNN,JUST IN: The 2018 Nobel Prize in Physics celebrates groundbreaking laser inventions. It's shared between three phys… https://t.co/nl1NJjYktw,73
73,0.4588,Tue Oct 02 09:59:00 +0000 2018,0.833,0.0,0.167,@CNN,"Welcome to football's sonic revolution?

Germany's Bayern Munich is exploring the relationship between crowd noise… https://t.co/SskEmqb4z6",74
74,0.3612,Tue Oct 02 09:53:04 +0000 2018,0.857,0.0,0.143,@CNN,"What's on the menu? 

Locust soufflé. Mealworm chocolate truffles. Caterpillar lasagna.

Promoting insects as tasty… https://t.co/1zR07skcIt",75
75,0.0,Tue Oct 02 09:28:07 +0000 2018,1.0,0.0,0.0,@CNN,"""If you have other opinions, they put you in jail."" 

Rwandan opposition leader Victoire Ingabire has been released… https://t.co/LCLIK3JbsA",76
76,0.0,Tue Oct 02 09:18:33 +0000 2018,1.0,0.0,0.0,@CNN,"RT @cnni: ""If you have other opinions, they put you in jail."" 

Rwandan opposition leader Victoire Ingabire has been released from jail. Sh…",77
77,-0.3597,Tue Oct 02 08:57:53 +0000 2018,0.857,0.143,0.0,@CNN,Health officials are 'very worried' as African swine fever spreads in Europe and Asia https://t.co/GWs6r7GiCV https://t.co/nZgNFDywkK,78
78,0.4019,Tue Oct 02 08:56:03 +0000 2018,0.856,0.0,0.144,@CNN,"An explosive gender reveal party in Arizona ended up igniting a wildfire that spread over 47,000 acres https://t.co/G6nyIrypWe",79
79,-0.6369,Tue Oct 02 08:36:53 +0000 2018,0.766,0.181,0.052,@CNN,"The number of people killed by the earthquake and tsunami that hit Sulawesi, Indonesia is now at least 1,234, Indon… https://t.co/CFH0U0SOVz",80
80,0.4404,Tue Oct 02 08:01:06 +0000 2018,0.775,0.0,0.225,@CNN,Are you tall? Better watch out for varicose veins https://t.co/EaCLdBmsF4 https://t.co/9FvRdFI4si,81
81,0.7964,Tue Oct 02 08:01:00 +0000 2018,0.717,0.0,0.283,@CNN,Nobel Prize in Medicine winner James Allison received a phone call from former VP Joe Biden congratulating him on w… https://t.co/50esqVTdeQ,82
82,-0.743,Tue Oct 02 07:40:59 +0000 2018,0.717,0.283,0.0,@CNN,"JUST IN: 1,234 people have been confirmed dead following the earthquake and tsunami that struck Sulawesi, Indonesia https://t.co/O0j7to7esF",83
83,0.4404,Tue Oct 02 07:12:15 +0000 2018,0.873,0.0,0.127,@CNN,"A pair of conjoined twins have been flown from Bhutan to Australia, where doctors hope they will be able to operate… https://t.co/C0ffIvFAd7",84
84,0.2382,Tue Oct 02 07:01:03 +0000 2018,0.866,0.0,0.134,@CNN,LAX will permit fliers to bring small amounts of legal marijuana through security in their carry-on bags -- but tha… https://t.co/SouRr0nDME,85
85,-0.6705,Tue Oct 02 06:57:38 +0000 2018,0.8,0.2,0.0,@CNN,"Investigators are searching for answers at the scene of a car explosion that killed three people in Pennsylvania, i… https://t.co/ZeFW25niQj",86
86,0.5574,Tue Oct 02 06:31:04 +0000 2018,0.859,0.0,0.141,@CNN,"48% of US voters say the Senate should not vote to confirm Supreme Court nominee Brett Kavanaugh, up from 42% who s… https://t.co/f1adxl51YL",87
87,0.3167,Tue Oct 02 06:16:00 +0000 2018,0.892,0.0,0.108,@CNN,Land O'Lakes CEO Beth Ford explains why US farmers may need more certainty from the Trump Administration around tra… https://t.co/uuRMS4N6KJ,88
88,0.4019,Tue Oct 02 06:11:44 +0000 2018,0.856,0.0,0.144,@CNN,"An explosive gender reveal party in Arizona ended up igniting a wildfire that spread over 47,000 acres https://t.co/rFSbHvETJW",89
89,0.0,Tue Oct 02 05:46:00 +0000 2018,1.0,0.0,0.0,@CNN,"Monday marks the end of an era at Goldman Sachs, with Lloyd Blankfein officially being replaced as CEO by David Sol… https://t.co/ImMzRmv5u0",90
90,0.0,Tue Oct 02 05:16:00 +0000 2018,1.0,0.0,0.0,@CNN,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/fDvs6WGJjA",91
91,-0.296,Tue Oct 02 05:11:55 +0000 2018,0.879,0.121,0.0,@CNN,"RT @CNNMoney: McDonald's will no longer include artificial preservatives, flavors or coloring in its burgers https://t.co/zKxtUAgIEs https:…",92
92,0.0,Tue Oct 02 04:53:29 +0000 2018,1.0,0.0,0.0,@CNN,"Tropical Storm Rosa is forecast to make landfall early Tuesday, with more than 11 million people under a flash floo… https://t.co/VAuY0JjUyR",93
93,0.5267,Tue Oct 02 04:46:00 +0000 2018,0.794,0.0,0.206,@CNN,"A new way of looking at soccer matches has arrived -- through fan energy. Using acoustic camera technology, stadium… https://t.co/WrA1rgndGv",94
94,0.7906,Tue Oct 02 04:31:04 +0000 2018,0.72,0.0,0.28,@CNN,American James Allison and Japan's Tasuku Honjo have won the 2018 Nobel Prize in Medicine for a pioneering new appr… https://t.co/4d2F0g04O8,95
95,-0.5859,Tue Oct 02 04:28:23 +0000 2018,0.798,0.202,0.0,@CNN,There are lots of hurdles to overcome when bringing a sexual assault case to the courtroom https://t.co/vnJ7fAyqdZ,96
96,0.8402,Tue Oct 02 04:16:00 +0000 2018,0.625,0.0,0.375,@CNN,President Trump awarded the Medal of Honor to former Army medic staff Sgt. Ronald Shurer II https://t.co/2Dw93LxrmH https://t.co/disQSOzVrT,97
97,0.0,Tue Oct 02 04:02:50 +0000 2018,1.0,0.0,0.0,@CNN,"RT @CNNTonight: Whether or not Brett Kavanaugh is confirmed is at about 50/50 at this point, says author @dkaplan007.

It depends on what t…",98
98,-0.8342,Tue Oct 02 04:01:05 +0000 2018,0.67,0.33,0.0,@CNN,"""I wouldn't wish it even on my worst enemy."" Immigrant moms write letters from detention, saying that even after be… https://t.co/fN4YdKQ5Qq",99
99,-0.0516,Tue Oct 02 03:57:35 +0000 2018,0.656,0.197,0.148,@CNN,"Supreme Court nominee Brett Kavanaugh was accused of starting a bar fight while he was a student at Yale, according… https://t.co/XomipPDxPz",100
0,0.0,Tue Oct 02 20:44:31 +0000 2018,1.0,0.0,0.0,@FoxNews,"Kentucky @GovMattBevin on the Russia probe: ""It's floundering, trying to find some semblance of relevance."" #Cavuto https://t.co/ELPhzLpoww",1
1,-0.5423,Tue Oct 02 20:37:04 +0000 2018,0.757,0.243,0.0,@FoxNews,"Sen. @JimInhofe: ""With all the accusations out there, no one has corroborated on anything."" #Cavuto https://t.co/KYxlRbHDyA",2
2,-0.4767,Tue Oct 02 20:34:06 +0000 2018,0.807,0.193,0.0,@FoxNews,"Georgetown professor suspended by Twitter after call for ‘deaths’ of GOP senators, Kavanaugh. https://t.co/P0TbwOpL9i",3
3,0.0,Tue Oct 02 20:09:06 +0000 2018,1.0,0.0,0.0,@FoxNews,RT @FoxBusiness: #BreakingNews: The Dow Jones Industrial Average closed at a record high. It is the 102nd record close for the Dow since El…,4
4,0.0,Tue Oct 02 20:05:40 +0000 2018,1.0,0.0,0.0,@FoxNews,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/Sb2cju6RMf https://t.co/CffEDcSSiF,5
5,0.0,Tue Oct 02 20:01:31 +0000 2018,1.0,0.0,0.0,@FoxNews,President @realDonaldTrump speaks in Philadelphia five weeks ahead of midterm elections https://t.co/50tdnoBuvD,6
6,0.5574,Tue Oct 02 19:57:42 +0000 2018,0.714,0.0,0.286,@FoxNews,Envelopes sent to Pentagon test positive for ricin https://t.co/ycpmvkw9X2 https://t.co/4T8m9zVA5C,7
7,-0.6908,Tue Oct 02 19:49:20 +0000 2018,0.761,0.239,0.0,@FoxNews,"Clinton accuser Juanita Broaddrick demands FBI probe on Clinton rape claim, amid Kavanaugh furor (via… https://t.co/OZ0UPF8q4k",8
8,0.1027,Tue Oct 02 19:39:02 +0000 2018,0.924,0.0,0.076,@FoxNews,Ford's team says they have reached out to @FBI multiple times and still have not been contacted… https://t.co/Hvmdppf3tL,9
9,0.0,Tue Oct 02 19:35:25 +0000 2018,1.0,0.0,0.0,@FoxNews,"JUST IN: @SecPompeo to meet with Kim Jong Un on Sunday, State Department announces https://t.co/nCxViRI6Ea https://t.co/ypVLI14Ijo",10
10,0.0,Tue Oct 02 19:27:33 +0000 2018,1.0,0.0,0.0,@FoxNews,".@POTUS: ""After years of rebuilding foreign countries, we are finally rebuilding our country.""… https://t.co/bWfBmPHwq5",11
11,-0.0772,Tue Oct 02 19:22:19 +0000 2018,0.729,0.142,0.13,@FoxNews,".@POTUS: ""We're straightening out some of these horrible deals that stole our wealth, stole our jobs, stole so much… https://t.co/MHizs8flTH",12
12,0.0,Tue Oct 02 19:16:58 +0000 2018,0.728,0.136,0.136,@FoxNews,".@POTUS: ""NAFTA was one of the worst trade deals ever made in any country at any time, and now we have a great trad… https://t.co/GK9JGU7Nfc",13
13,0.0,Tue Oct 02 19:12:54 +0000 2018,1.0,0.0,0.0,@FoxNews,".@POTUS: ""We're in the midst of a manufacturing renaissance."" https://t.co/xhAj9J19k5",14
14,0.0,Tue Oct 02 19:08:05 +0000 2018,1.0,0.0,0.0,@FoxNews,".@POTUS: ""The stock market...is at an all-time high today."" https://t.co/jdiXb1UtWs",15
15,0.4767,Tue Oct 02 19:05:06 +0000 2018,0.819,0.0,0.181,@FoxNews,".@POTUS: ""This is really an incredible time for our nation. We are respected again."" https://t.co/EXN4HZooEy",16
16,0.4215,Tue Oct 02 19:01:35 +0000 2018,0.763,0.0,0.237,@FoxNews,"GOP hoping to flip Montana seat red, @pdoocy reports https://t.co/q4ke8uWN2v",17
17,0.0772,Tue Oct 02 18:56:13 +0000 2018,0.925,0.0,0.075,@FoxNews,".@HillaryClinton: ""For anyone who believes there's such a thing as a judicial temperament and that we want judges,… https://t.co/cR0Npgb03k",18
18,0.0,Tue Oct 02 18:55:22 +0000 2018,1.0,0.0,0.0,@FoxNews,.@POTUS makes remarks on the economy and tax reform at the annual convention for the National Electrical Contractor… https://t.co/6OW3HRYPdV,19
19,0.0,Tue Oct 02 18:44:35 +0000 2018,1.0,0.0,0.0,@FoxNews,".@senatemajldr: ""We will be voting this week on the Kavanaugh nomination."" https://t.co/IBAR6gJ0oX https://t.co/SK5Ibvi3qq",20
20,0.5574,Tue Oct 02 18:41:42 +0000 2018,0.753,0.0,0.247,@FoxNews,Two envelopes testing positive for ricin sent to the Pentagon https://t.co/ycpmvkw9X2 https://t.co/QLW6DFVq73,21
21,-0.5938,Tue Oct 02 18:34:58 +0000 2018,0.755,0.245,0.0,@FoxNews,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""This is bottom. If this is not bottom, help us all."" https://t.co/RoyP0v5RWr",22
22,-0.4939,Tue Oct 02 18:32:32 +0000 2018,0.714,0.286,0.0,@FoxNews,".@LindseyGrahamSC: ""I think it's a scary time for principles."" https://t.co/XibC8DrcXl",23
23,-0.25,Tue Oct 02 18:24:02 +0000 2018,0.802,0.123,0.075,@FoxNews,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""To me, this is such an emotional event now. Give the public as… https://t.co/WbzIp5I2Q9",24
24,0.296,Tue Oct 02 18:19:44 +0000 2018,0.637,0.127,0.235,@FoxNews,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""If this is the new normal, God help us all."" https://t.co/Jwo2XmnDV1",25
25,-0.296,Tue Oct 02 18:16:52 +0000 2018,0.845,0.155,0.0,@FoxNews,"Senate Judiciary Committee blasts report as ""last-ditch effort to derail the nomination"" https://t.co/KvzekNAX5M",26
26,0.5574,Tue Oct 02 18:11:14 +0000 2018,0.795,0.0,0.205,@FoxNews,.@senatemajldr Mitch McConnell prepares for full Senate vote on Kavanaugh nomination to Supreme Court… https://t.co/2XSuefytII,27
27,0.4939,Tue Oct 02 18:09:19 +0000 2018,0.714,0.0,0.286,@FoxNews,.@HillaryClinton speaks at Day 1 of The Atlantic Festival https://t.co/wi4p8hdpba,28
28,0.0,Tue Oct 02 17:58:01 +0000 2018,1.0,0.0,0.0,@FoxNews,"On @AmericaNewsroom, Republican U.S. Senate candidate @JohnJamesMI discussed the impact of the Kavanaugh confirmati… https://t.co/mrt0PArQ1V",29
29,0.4939,Tue Oct 02 17:45:51 +0000 2018,0.814,0.0,0.186,@FoxNews,Flag Shredded by Hurricane Florence Auctioned for $10K in Honor of Late Family Member https://t.co/7vhCH3RvmX,30
30,-0.0772,Tue Oct 02 17:42:45 +0000 2018,0.939,0.061,0.0,@FoxNews,"JUST IN: Two people were taken to the hospital after being exposed to a ""white powdery substance"" at Sen. Ted Cruz'… https://t.co/WgIo5udhvJ",31
31,-0.4588,Tue Oct 02 17:36:48 +0000 2018,0.759,0.165,0.076,@FoxNews,".@POTUS: “My whole life I’ve heard, ‘you’re innocent until proven guilty,’ but now you’re guilty until proven innoc… https://t.co/uf94qyXIGy",32
32,-0.2648,Tue Oct 02 17:31:35 +0000 2018,0.687,0.204,0.11,@FoxNews,".@POTUS: “I thought he did very well. He’s fighting very hard for his reputation, for his family.” https://t.co/dIUvNLwZdl",33
33,0.0,Tue Oct 02 17:30:26 +0000 2018,1.0,0.0,0.0,@FoxNews,.@POTUS: “A lot is going to depend on what comes back from the FBI… I think that Judge Kavanaugh is doing very well… https://t.co/0eWXr7XR83,34
34,0.3612,Tue Oct 02 17:27:04 +0000 2018,0.828,0.0,0.172,@FoxNews,.@POTUS: “I think the Democrats are going to like the trade bill.” https://t.co/q25ClXoHS4,35
35,0.0,Tue Oct 02 17:26:17 +0000 2018,1.0,0.0,0.0,@FoxNews,.@POTUS: “The deal we’ve made with Canada and Mexico has gotten tremendous reviews.” https://t.co/z0RJNJF7rQ,36
36,0.0,Tue Oct 02 17:21:33 +0000 2018,1.0,0.0,0.0,@FoxNews,"President @realDonaldTrump departs Joint Base Andrews, heading to Philadelphia, Pennsylvania. https://t.co/d1tGHtx6Wz",37
37,0.0,Tue Oct 02 17:19:38 +0000 2018,1.0,0.0,0.0,@FoxNews,.@RepLeeZeldin: “What we’re seeing right now is a politicization of the confirmation process and strategically to p… https://t.co/kcpZgRy4Ur,38
38,-0.3182,Tue Oct 02 17:13:46 +0000 2018,0.874,0.126,0.0,@FoxNews,"US restricts same-sex visas for diplomat partners, sets January deadline to get married or get out https://t.co/Dd5CQA0wKO",39
39,0.4939,Tue Oct 02 16:50:00 +0000 2018,0.738,0.0,0.262,@FoxNews,Kudlow: Trump's US-Mexico-Canada Trade Agreement 'Sends a Message to China' https://t.co/LHNNQfg5cy,40
40,0.0772,Tue Oct 02 16:45:00 +0000 2018,0.939,0.0,0.061,@FoxNews,.@CharlesHurt: “The number of people in the FBI who seem to think they are not answerable to anyone… it’s staggerin… https://t.co/oAaLdodXg2,41
41,0.0,Tue Oct 02 16:40:03 +0000 2018,1.0,0.0,0.0,@FoxNews,"Children waves American and Ghana flags during an arrival ceremony for @FLOTUS in Accra, Ghana on Tuesday. The firs… https://t.co/SKhwR6lw5C",42
42,-0.2263,Tue Oct 02 16:32:34 +0000 2018,0.888,0.112,0.0,@FoxNews,"JUST IN: At least two packages sent to Pentagon suspected to contain ricin, official says https://t.co/7tOqvOD7Gt",43
43,0.0,Tue Oct 02 16:07:39 +0000 2018,1.0,0.0,0.0,@FoxNews,".@senatemajldr: “The Senate will vote on Judge Kavanaugh here on this floor, this week.” https://t.co/IBAR6gJ0oX https://t.co/TVtNcYiQZq",44
44,-0.3182,Tue Oct 02 16:04:00 +0000 2018,0.827,0.173,0.0,@FoxNews,Horse wanders into French bar after breaking loose at racetrack https://t.co/qYBlWqT3nz https://t.co/zv2vXATyGX,45
45,0.0,Tue Oct 02 16:01:08 +0000 2018,1.0,0.0,0.0,@FoxNews,.@senatemajldr Mitch McConnell slammed Democrats on Tuesday amid the @FBI's probe of the allegations leveled agains… https://t.co/xfnjX8A0zI,46
46,0.0,Tue Oct 02 15:50:44 +0000 2018,1.0,0.0,0.0,@FoxNews,.@RepAndyBiggsAZ: “I think [Rod Rosenstein] should resign.” https://t.co/9bFeg7AiXZ,47
47,0.0,Tue Oct 02 15:39:47 +0000 2018,1.0,0.0,0.0,@FoxNews,"Matilda, Trump face off in new statue display commemorating 30th anniversary of children's book… https://t.co/rQeGAvfhkv",48
48,0.0,Tue Oct 02 15:33:04 +0000 2018,1.0,0.0,0.0,@FoxNews,Dow climbs to all-time intraday high https://t.co/oV3TSY6fwu https://t.co/amScPA3AqH,49
49,0.34,Tue Oct 02 15:24:46 +0000 2018,0.833,0.0,0.167,@FoxNews,State of play on Kavanaugh confirmation: @senatemajldr preparing to hold votes https://t.co/IBAR6gJ0oX https://t.co/z5JWMtZrvP,50
50,0.4939,Tue Oct 02 15:18:06 +0000 2018,0.775,0.0,0.225,@FoxNews,"Brett Kavanaugh's friend Mark Judge interviewed by @FBI, lawyer reveals https://t.co/CdJ3N1fU2X https://t.co/jFB0t3Cish",51
51,0.0,Tue Oct 02 15:10:47 +0000 2018,1.0,0.0,0.0,@FoxNews,.@FBI has not contacted Dr. Ford for interview https://t.co/CdJ3N1fU2X https://t.co/Bm3Z8uXijK,52
52,0.0,Tue Oct 02 15:07:27 +0000 2018,1.0,0.0,0.0,@FoxNews,U.S. stocks surge on new trade deal https://t.co/w7zJkrq8sb https://t.co/YKPYW7t5z0,53
53,-0.7351,Tue Oct 02 14:54:35 +0000 2018,0.744,0.256,0.0,@FoxNews,".@JohnJamesMI: ""Most people around the country are sick and tired of the partisanship— we need more leadership in W… https://t.co/x8zdT2OLK2",54
54,0.5399,Tue Oct 02 14:52:56 +0000 2018,0.791,0.0,0.209,@FoxNews,".@JohnJamesMI: ""I promise that I will lead in Washington the way I led in Baghdad— I didn't fight for Democrats or… https://t.co/q7XzoiCgur",55
55,-0.296,Tue Oct 02 14:47:57 +0000 2018,0.885,0.115,0.0,@FoxNews,".@JMfreespeech: ""Any effort, I think to limit [the @FBI investigation], even if the Democrats are accused of delayi… https://t.co/ToKp2ybHcl",56
56,0.0,Tue Oct 02 14:41:05 +0000 2018,1.0,0.0,0.0,@FoxNews,.@FLOTUS Melania Trump arrives in Ghana for first solo international trip as first lady https://t.co/z9TCGT2dRN https://t.co/oiv7srrrrX,57
57,0.1779,Tue Oct 02 14:36:06 +0000 2018,0.769,0.1,0.131,@FoxNews,".@SenSchumer: ""We hope that there [are] still no limitations on the @FBI investigation...They'd asked for it to be… https://t.co/Cwagxa61cl",58
58,-0.0258,Tue Oct 02 14:27:28 +0000 2018,0.591,0.232,0.177,@FoxNews,".@SenSchumer: ""Accusing Democrats of needlessly delaying a Supreme Court nomination is galling, is hypocritical com… https://t.co/6IjDxJ6tiY",59
59,-0.3252,Tue Oct 02 14:17:54 +0000 2018,0.857,0.143,0.0,@FoxNews,".@senatemajldr: ""[Democrats] will not be satisfied unless they have brought down Judge Kavanaugh's nomination."" https://t.co/XhF4yT8X2p",60
60,0.0,Tue Oct 02 14:13:40 +0000 2018,1.0,0.0,0.0,@FoxNews,".@senatemajldr: ""Democrats may be trying to move the goalposts every five minutes, but their goal has not moved an… https://t.co/VebJ9eETXi",61
61,0.0,Tue Oct 02 14:10:19 +0000 2018,1.0,0.0,0.0,@FoxNews,.@senatemajldr speaks on Senate floor https://t.co/ftGAZsTWi6,62
62,0.0516,Tue Oct 02 14:08:00 +0000 2018,0.729,0.13,0.141,@FoxNews,".@SenTomCotton: ""The Democrats are engaged in an orchestrated smear campaign to assassinate Brett Kavanaugh's chara… https://t.co/m7904cHs4o",63
63,0.7096,Tue Oct 02 14:04:42 +0000 2018,0.742,0.0,0.258,@FoxNews,"Larry Kudlow on new trade deal: ""We made a good deal in everybody's interest and that's why it's succeeding.""… https://t.co/KgYVbHWNFW",64
64,0.4927,Tue Oct 02 14:00:27 +0000 2018,0.862,0.0,0.138,@FoxNews,"Larry Kudlow on new trade deal: ""These are very good things for the U.S. economy. @POTUS has basically delivered on… https://t.co/dJ4BLoJNlp",65
65,0.0,Tue Oct 02 13:56:45 +0000 2018,1.0,0.0,0.0,@FoxNews,".@SenTomCotton on the FBI investigation: ""This is not about trying to get the facts or get the proof, it's about tr… https://t.co/YCoik61fk7",66
66,0.3818,Tue Oct 02 13:55:12 +0000 2018,0.755,0.0,0.245,@FoxNews,"RT @FoxBusiness: US wage growth hits 17-month high
https://t.co/G1cgUj8Ula",67
67,-0.296,Tue Oct 02 13:54:09 +0000 2018,0.872,0.128,0.0,@FoxNews,".@jonathanvswan: ""They are all in on [Kavanaugh]. There is no plan B before the midterms."" https://t.co/LhyXGjxGA5 https://t.co/w9e3NBPd1Q",68
68,0.0,Tue Oct 02 13:49:55 +0000 2018,1.0,0.0,0.0,@FoxNews,.@senatemajldr vows Kavanaugh vote this week https://t.co/LhyXGjxGA5 https://t.co/avtXjV3Ns5,69
69,-0.4019,Tue Oct 02 13:20:00 +0000 2018,0.838,0.162,0.0,@FoxNews,"Disabled man, 60, fights to keep Pennsylvania home as community rallies to raise funds https://t.co/p1AAhx8NX2",70
70,0.0,Tue Oct 02 13:15:00 +0000 2018,1.0,0.0,0.0,@FoxNews,.@FLOTUS visiting hospital in Ghana today @foxandfriends https://t.co/aygJcx2w58,71
71,0.0387,Tue Oct 02 13:14:18 +0000 2018,0.905,0.0,0.095,@FoxNews,"President @realDonaldTrump want ""comprehensive"" but ""quick"" @FBI investigation into Brett Kavanaugh… https://t.co/SQHgq83IQ7",72
72,0.1779,Tue Oct 02 13:03:08 +0000 2018,0.825,0.0,0.175,@FoxNews,.@SusanLiTV on Amazon raising minimum wage @foxandfriends https://t.co/D6cCKo9lZt https://t.co/bxJb7Pqmy9,73
73,0.0,Tue Oct 02 13:00:01 +0000 2018,1.0,0.0,0.0,@FoxNews,".@FLOTUS embraces Lillian Naa Adai Sai, 8, as she receives flowers upon arriving in Accra, Ghana. https://t.co/3xxGtLDYBU",74
74,0.2023,Tue Oct 02 12:45:00 +0000 2018,0.763,0.102,0.136,@FoxNews,People form a human chain around the shuttered site of a country music festival where a gunman opened fire on the f… https://t.co/tz8JfPvNms,75
75,0.0,Tue Oct 02 12:29:18 +0000 2018,1.0,0.0,0.0,@FoxNews,"RT @FoxBusiness: .@WhiteHouseCEA's Kevin Hassett on new trade deal: ""I think this is something that'll get broad bipartisan support."" https…",76
76,-0.296,Tue Oct 02 12:27:15 +0000 2018,0.901,0.099,0.0,@FoxNews,"RT @FoxBusiness: .@WhiteHouseCEA's Kevin Hassett on new trade deal: ""This deal is really, really putting a lot of pressure on China."" https…",77
77,0.4404,Tue Oct 02 12:25:00 +0000 2018,0.734,0.0,0.266,@FoxNews,.@lizpeek: “It’s good for the American people.” @FoxFriendsFirst https://t.co/BjLbDdDCAH,78
78,0.5652,Tue Oct 02 12:24:58 +0000 2018,0.819,0.0,0.181,@FoxNews,"RT @FoxBusiness: .@WhiteHouseCEA's Kevin Hassett on new trade deal: ""We just sort of won the Super Bowl, but all three countries did becaus…",79
79,0.0,Tue Oct 02 12:04:33 +0000 2018,1.0,0.0,0.0,@FoxNews,RT @FoxBusiness: Trump's new trade deal: What to know  https://t.co/DB4jY4PEBw,80
80,0.8519,Tue Oct 02 12:00:01 +0000 2018,0.492,0.0,0.508,@FoxNews,.@POTUS awards Medal of Honor to former Army medic https://t.co/zoivKAtVPx @FoxFriendsFirst https://t.co/xqjNrW18jM,81
81,-0.4767,Tue Oct 02 11:45:00 +0000 2018,0.721,0.279,0.0,@FoxNews,Kimmel snubs Matt Damon during Kavanaugh recap https://t.co/h1YFw06pBW https://t.co/OZtP9gn5xF,82
82,0.1779,Tue Oct 02 11:31:55 +0000 2018,0.876,0.0,0.124,@FoxNews,RT @FoxBusiness: Amazon hikes minimum wage to $15 for all US employees https://t.co/pBHCLY6UFz,83
83,0.3612,Tue Oct 02 11:30:00 +0000 2018,0.857,0.0,0.143,@FoxNews,Louis C.K. embraced by crowd at NYC comedy club during try at comeback: report https://t.co/swFftYzKu4 https://t.co/kBy06wUeBT,84
84,0.0,Tue Oct 02 11:20:00 +0000 2018,1.0,0.0,0.0,@FoxNews,The USMCA trade deal https://t.co/w7zJkr8x3B @FoxFriendsFirst https://t.co/5qzaJvP60H,85
85,0.0,Tue Oct 02 11:15:00 +0000 2018,1.0,0.0,0.0,@FoxNews,.@FLOTUS arrives in Ghana @foxandfriends https://t.co/5nCRcyMdas,86
86,0.0,Tue Oct 02 11:07:02 +0000 2018,1.0,0.0,0.0,@FoxNews,"New trade deal between U.S., Canada, and Mexico @FoxFriendsFirst https://t.co/w7zJkrq8sb https://t.co/zNToDwuj9U",87
87,-0.5994,Tue Oct 02 10:46:54 +0000 2018,0.698,0.302,0.0,@FoxNews,"Death toll in Indonesian earthquake, tsunami at 1,234 https://t.co/A6BMWLXISF https://t.co/2yZiO0nbRX",88
88,0.0,Tue Oct 02 10:28:37 +0000 2018,1.0,0.0,0.0,@FoxNews,.@FLOTUS arrives in Africa  https://t.co/YXm6vM914w,89
89,-0.3182,Tue Oct 02 10:15:00 +0000 2018,0.887,0.113,0.0,@FoxNews,"Sen. @LindseyGrahamSC on if Kavanaugh loses a Senate floor vote: ""I would re-nominate him and I would take this cas… https://t.co/SD4CalBkHt",90
